id,name,ns,ew
481,EMA19.4326,99.1332
482,EMK19.4326,99.1332
483,ENA,60.5733,151.2447
484,ENN,64.5472,149.0739
485,ENV,40.7186,114.0308
486,ENW,42.5956,87.9278
487,EPA19.4326,99.1332
488,EPH,47.3081,119.5169
489,ERI,42.0819,80.1761
490,ESB19.4326,99.1332
491,ESC,45.7228,87.0936
492,ESD19.4326,99.1332
493,ESN,38.8042,76.0689
494,EUG,44.1244,123.2119
495,EVE19.4326,99.1332
496,EVV,38.0369,87.5322
497,EVX19.4326,99.1332
498,EWB,41.6761,70.9569
499,EWN,35.0731,77.0431
500,EWR,40.6925,74.1686
501,EXI19.4326,99.1332
502,EYW,24.5561,81.7594
503,EZE19.4326,99.1332
504,FAB19.4326,99.1332
505,FAI,64.8156,147.8586
506,FAR,46.9206,96.8158
507,FAT,36.7761,119.7181
508,FAY,34.9911,78.8803
509,FBK,64.8375,147.6144
510,FCA19.4326,99.1332
511,FCM,44.8272,93.4572
512,FCO19.4326,99.1332
513,FDF19.4326,99.1332
514,FDY,41.0119,83.6686
515,FFM,46.2844,96.1567
516,FFO,39.8258,84.0461
517,FFT,38.1819,84.9061
518,FGI19.4326,99.1332
519,FHB,30.6119,81.4611
520,FHU,31.5883,110.3444
521,FID19.4326,99.1332
522,FKB19.4326,99.1332
523,FKI19.4326,99.1332
524,FKL,41.3778,79.8603
525,FLG,35.1403,111.6692
526,FLL,26.0726,80.1528
527,FLO,34.1853,79.7239
528,FLR19.4326,99.1332
529,FLT,62.4528,157.9892
530,FMN,36.7411,108.2300
531,FMY,26.5866,81.8633
532,FNL,40.4519,105.0114
533,FNR19.4326,99.1332
534,FNT,42.9656,83.7436
535,FOD,42.5511,94.1919
536,FOE,38.9508,95.6636
537,FOK,40.8436,72.6317
538,FOR19.4326,99.1332
539,FPO19.4326,99.1332
540,FPR,27.4951,80.3683
541,FQQ19.4326,99.1332
542,FQW19.4326,99.1332
543,FRA19.4326,99.1332
544,FRD19.4326,99.1332
545,FRG,40.7289,73.4133
546,FRS19.4326,99.1332
547,FRU19.4326,99.1332
548,FSD,43.5819,96.7419
549,FSM,35.3367,94.3675
550,FSP,63.0186,154.3583
551,FTW,32.8197,97.3625
552,FTY,33.7792,84.5214
553,FUK19.4326,99.1332
554,FVC19.4326,99.1332
555,FVG19.4326,99.1332
556,FVO19.4326,99.1332
557,FVQ19.4326,99.1332
558,FVX,37.3575,78.4378
559,FVZ19.4326,99.1332
560,FWA,40.9783,85.1953
561,FWH19.4326,99.1332
562,FWL,62.5067,153.8936
563,FXE,26.1973,80.1708
564,FYU,66.5714,145.2506
565,FYV,36.0050,94.1700
566,GAI,39.1683,77.1661
567,GAL,64.7361,156.9375
568,GAM,63.7667,171.7328
569,GAO,29.4411,90.2611
570,GAQ19.4326,99.1332
571,GB119.4326,99.1332
572,GBD,38.3442,98.8592
573,GBH,68.4797,149.4900
574,GCC,44.3489,105.5394
575,GCK,37.9275,100.7244
576,GCM,36.2928,95.4797
577,GCN,35.9522,112.1469
578,GDC19.4326,99.1332
579,GDL19.4326,99.1332
580,GDN19.4326,99.1332
581,GDT19.4326,99.1332
582,GDV,47.1386,104.8072
583,GDX19.4326,99.1332
584,GED,38.6892,75.3589
585,GEG,47.6200,117.5339
586,GEK19.4326,99.1332
587,GEO,38.8819,83.8828
588,GFK,47.9492,97.1761
589,GFL,43.3411,73.6103
590,GGG,32.3839,94.7114
591,GGT19.4326,99.1332
592,GGW,48.2125,106.6147
593,GHB19.4326,99.1332
594,GIG19.4326,99.1332
595,GJT,39.1225,108.5267
596,GKN,62.1550,145.4544
597,GLA19.4326,99.1332
598,GLH,33.4828,90.9856
599,GLR,45.0136,84.7036
600,GLV19.4326,99.1332
601,GMP19.4326,99.1332
602,GMT19.4326,99.1332
603,GND19.4326,99.1332
604,GNU,59.1175,161.5775
605,GNV,29.6900,82.2717
606,GOA19.4326,99.1332
607,GON,41.3300,72.0450
608,GOT19.4326,99.1332
609,GPT,30.4072,89.0700
610,GRB,44.4847,88.1297
611,GRI,40.9675,98.3097
612,GRK,31.0672,97.8289
613,GRR,42.8808,85.5228
614,GRS19.4326,99.1332
615,GRU19.4326,99.1332
616,GRZ19.4326,99.1332
617,GSB,35.3394,77.9606
618,GSO,36.0978,79.9372
619,GSP,34.8956,82.2189
620,GST,58.4253,135.7075
621,GTB,44.0556,75.7194
622,GTF,47.4828,111.3706
623,GTR,33.4503,88.5914
624,GTU,30.6789,97.6794
625,GUA19.4326,99.1332
626,GUC,38.5339,106.9331
627,GUF19.4326,99.1332
628,GUM,13.4839,144.7972
629,GUP,35.5111,108.7894
630,GUS,40.6481,86.1522
631,GVA19.4326,99.1332
632,GYE19.4326,99.1332
633,GYM19.4326,99.1332
634,GYR,33.4236,112.3744
635,GYY,41.6164,87.4128
636,HAE,39.7253,91.4439
637,HAJ19.4326,99.1332
638,HAM19.4326,99.1332
639,HAN19.4326,99.1332
640,HAO,39.3639,84.5219
641,HAR19.4326,99.1332
642,HAV19.4326,99.1332
643,HBH19.4326,99.1332
644,HBV,27.3496,98.7369
645,HCA,62.1883,159.7750
646,HCB19.4326,99.1332
647,HCR19.4326,99.1332
648,HDN,40.4811,107.2178
649,HEL19.4326,99.1332
650,HES19.4326,99.1332
651,HFD,41.7367,72.6494
652,HGH19.4326,99.1332
653,HGR,39.7086,77.7264
654,HGZ19.4326,99.1332
655,HHH19.4326,99.1332
656,HHN19.4326,99.1332
657,HIB,47.3867,92.8389
658,HIF,41.1239,111.9731
659,HII,34.5711,114.3583
660,HIJ19.4326,99.1332
661,HIK19.4326,99.1332
662,HIO,45.5406,122.9503
663,HKB19.4326,99.1332
664,HKD19.4326,99.1332
665,HKG19.4326,99.1332
666,HKS,32.3347,90.2225
667,HKY,35.7411,81.3894
668,HLM,42.7958,86.1619
669,HLN,46.6067,111.9828
670,HMN,32.8519,106.1086
671,HMO19.4326,99.1332
672,HND,35.9728,115.1344
673,HNH,58.0961,135.4097
674,HNL,21.3187,157.9225
675,HNM,20.7956,156.0144
676,HNS,59.2439,135.5236
677,HOB,32.6875,103.2169
678,HOG19.4326,99.1332
679,HOM,59.6456,151.4767
680,HON,44.3853,98.2286
681,HOP,36.6722,87.4925
682,HOT,34.4781,93.0961
683,HOU,29.6456,95.2789
684,HPB,61.5239,166.1467
685,HPN,41.0669,73.7075
686,HRL,26.2285,97.6544
687,HRO,36.2614,93.1547
688,HSH19.4326,99.1332
689,HSL19.4326,99.1332
690,HST,25.4884,80.3836
691,HSV,34.6372,86.7750
692,HTO,40.9594,72.2519
693,HTS,38.3667,82.5581
694,HUF,39.4514,87.3075
695,HUM,29.5664,90.6606
696,HUS,66.0392,154.2647
697,HUX19.4326,99.1332
698,HUY19.4326,99.1332
699,HVC,36.8569,87.4550
700,HVN,41.2639,72.8867
701,HVR,48.5431,109.7622
702,HYA,41.6694,70.2803
703,HYD19.4326,99.1332
704,HYG19.4326,99.1332
705,HYL19.4326,99.1332
706,HYS,38.8422,99.2731
707,IA119.4326,99.1332
708,IAB,37.6231,97.2672
709,IAD,38.9475,77.4600
710,IAG,43.1072,78.9461
711,IAH,29.9844,95.3414
712,IAN,66.9758,160.4367
713,IBE19.4326,99.1332
714,IBR19.4326,99.1332
715,ICN19.4326,99.1332
716,ICT,37.6500,97.4331
717,ID119.4326,99.1332
718,IDA,43.5136,112.0708
719,IFP,35.1561,114.5594
720,IGG,59.3242,155.9017
721,IGM,35.2594,113.9381
722,IGS19.4326,99.1332
723,II219.4326,99.1332
724,IKO,52.9417,168.8489
725,ILG,39.6786,75.6067
726,ILI,59.7556,154.9178
727,ILM,34.2706,77.9025
728,ILN,39.4281,83.7922
729,IMT,45.8183,88.1144
730,INC19.4326,99.1332
731,IND,39.7172,86.2947
732,INL,48.5656,93.4022
733,INN19.4326,99.1332
734,INS,36.5872,115.6733
735,INT,36.1336,80.2219
736,INV19.4326,99.1332
737,IOW,41.6397,91.5481
738,IPL,32.8342,115.5786
739,IPT,41.2419,76.9211
740,IQ219.4326,99.1332
741,IQQ19.4326,99.1332
742,IQT19.4326,99.1332
743,IRC19.4326,99.1332
744,IRK,40.0936,92.5450
745,IRS,41.8133,85.4389
746,ISB,43.3694,95.7597
747,ISN,48.1781,103.6422
748,ISO,35.3314,77.6089
749,ISP,40.7953,73.1003
750,IST19.4326,99.1332
751,IT119.4326,99.1332
752,ITH,42.4914,76.4589
753,ITO,19.7202,155.0483
754,IUD19.4326,99.1332
755,IWD,46.5275,90.1314
756,IWO19.4326,99.1332
757,IYK,35.6586,117.8294
758,JAC,43.6072,110.7378
759,JAN,32.3111,90.0758
760,JAX,30.4942,81.6878
761,JBR,35.8317,90.6464
762,JDA19.4326,99.1332
763,JED19.4326,99.1332
764,JEF,38.5911,92.1561
765,JER,42.7267,114.4567
766,JFK,40.6397,73.7789
767,JGC19.4326,99.1332
768,JHM,20.9629,156.6731
769,JHW,42.1533,79.2581
770,JIB19.4326,99.1332
771,JLN,37.1519,94.4983
772,JMK19.4326,99.1332
773,JMS,46.9297,98.6783
774,JNB19.4326,99.1332
775,JNU,58.3550,134.5764
776,JO219.4326,99.1332
777,JO319.4326,99.1332
778,JQF,35.3878,80.7092
779,JRV19.4326,99.1332
780,JST,40.3161,78.8339
781,JZE19.4326,99.1332
782,JZI,32.7008,80.0028
783,JZL19.4326,99.1332
784,JZM19.4326,99.1332
785,JZT19.4326,99.1332
786,KAE19.4326,99.1332
787,KAL,64.3189,158.7414
788,KBC19.4326,99.1332
789,KBE19.4326,99.1332
790,KBL19.4326,99.1332
791,KBP19.4326,99.1332
792,KCC19.4326,99.1332
793,KCG19.4326,99.1332
794,KCL,56.3111,158.5342
795,KCN19.4326,99.1332
796,KCQ19.4326,99.1332
797,KCR,63.5678,155.9892
798,KCZ19.4326,99.1332
799,KDH19.4326,99.1332
800,KEB,59.3522,151.9253
801,KEF19.4326,99.1332
802,KEH19.4326,99.1332
803,KEK,59.3569,157.4711
804,KFP,54.8475,163.4103
805,KGK19.4326,99.1332
806,KGX,62.8944,160.0650
807,KHH19.4326,99.1332
808,KHI19.4326,99.1332
809,KHV19.4326,99.1332
810,KIJ19.4326,99.1332
811,KIK19.4326,99.1332
812,KIN19.4326,99.1332
813,KIX19.4326,99.1332
814,KKA,64.9394,161.1542
815,KKB19.4326,99.1332
816,KKH19.4326,99.1332
817,KKI19.4326,99.1332
818,KLG,61.5364,160.3414
819,KLL19.4326,99.1332
820,KLN19.4326,99.1332
821,KLW19.4326,99.1332
822,KMJ19.4326,99.1332
823,KMO19.4326,99.1332
824,KMQ19.4326,99.1332
825,KMY19.4326,99.1332
826,KNK19.4326,99.1332
827,KNW,59.4517,157.3731
828,KOA,19.7388,156.0456
829,KOJ19.4326,99.1332
830,KOT19.4326,99.1332
831,KOY19.4326,99.1332
832,KOZ19.4326,99.1332
833,KPB19.4326,99.1332
834,KPC,65.2536,166.8586
835,KPM19.4326,99.1332
836,KPN19.4326,99.1332
837,KPR19.4326,99.1332
838,KPV19.4326,99.1332
839,KPY19.4326,99.1332
840,KQA19.4326,99.1332
841,KRK19.4326,99.1332
842,KSA19.4326,99.1332
843,KSC19.4326,99.1332
844,KSM,62.0608,163.3019
845,KSP19.4326,99.1332
846,KTB19.4326,99.1332
847,KTN,55.3542,131.7111
848,KTP19.4326,99.1332
849,KTS,65.3314,166.4658
850,KTW19.4326,99.1332
851,KUK19.4326,99.1332
852,KUL19.4326,99.1332
853,KUV19.4326,99.1332
854,KVC,55.1164,162.2661
855,KVL,67.7361,164.5636
856,KWA19.4326,99.1332
857,KWF19.4326,99.1332
858,KWI19.4326,99.1332
859,KWK19.4326,99.1332
860,KWN19.4326,99.1332
861,KWP19.4326,99.1332
862,KWT,60.7903,161.4436
863,KXA19.4326,99.1332
864,KYK,57.5661,154.4539
865,KYU,64.8758,157.7306
866,KZB19.4326,99.1332
867,KZN19.4326,99.1332
868,L41,36.8108,111.6444
869,LAD19.4326,99.1332
870,LAF,40.4122,86.9369
871,LAL,27.9889,82.0186
872,LAN,42.7786,84.5867
873,LAP19.4326,99.1332
874,LAR,41.3119,105.6750
875,LAS,36.0800,115.1522
876,LAW,34.5678,98.4167
877,LAX,33.9425,118.4072
878,LBA19.4326,99.1332
879,LBB,33.6636,101.8228
880,LBE,40.2747,79.4067
881,LBF,41.1261,100.6836
882,LBG19.4326,99.1332
883,LBL,37.0442,100.9600
884,LBV19.4326,99.1332
885,LCA19.4326,99.1332
886,LCE19.4326,99.1332
887,LCG,42.2419,96.9814
888,LCH,30.1261,93.2233
889,LCI,43.5731,71.4178
890,LCK,39.8139,82.9278
891,LCY19.4326,99.1332
892,LDE19.4326,99.1332
893,LDY19.4326,99.1332
894,LEB,43.6261,72.3042
895,LED19.4326,99.1332
896,LEH19.4326,99.1332
897,LEJ19.4326,99.1332
898,LEW,44.0483,70.2836
899,LEX,38.0364,84.6058
900,LFI,37.0828,76.3606
901,LFT,30.2053,91.9875
902,LGA,40.7772,73.8725
